disaster_scenario_id,trajectory_id,intensity_level,intensity_rate,demand_point_id,period,delta_hours,newly_affected_population,nominal_demand
20,2,3,0.075,19,3,18,671,6039
29,2,4,0.125,19,1,30,1119,10071
29,2,4,0.125,19,2,24,2285,20565
29,2,4,0.125,19,3,18,1119,10071
38,2,5,0.25,19,1,30,2237,20133
38,2,5,0.25,19,2,24,4571,41139
38,2,5,0.25,19,3,18,2237,20133
3,3,1,0.025,0,1,30,86,774
3,3,1,0.025,0,2,24,175,1575
3,3,1,0.025,0,3,18,86,774
12,3,2,0.05,0,1,30,171,1539
12,3,2,0.05,0,2,24,350,3150
12,3,2,0.05,0,3,18,171,1539
21,3,3,0.075,0,1,30,257,2313
21,3,3,0.075,0,2,24,525,4725
21,3,3,0.075,0,3,18,257,2313
30,3,4,0.125,0,1,30,428,3852
30,3,4,0.125,0,2,24,875,7875
30,3,4,0.125,0,3,18,428,3852
39,3,5,0.25,0,1,30,857,7713
39,3,5,0.25,0,2,24,1751,15759
39,3,5,0.25,0,3,18,857,7713
3,3,1,0.025,1,1,30,158,1422
3,3,1,0.025,1,2,24,323,2907
3,3,1,0.025,1,3,18,158,1422
12,3,2,0.05,1,1,30,316,2844
12,3,2,0.05,1,2,24,645,5805
12,3,2,0.05,1,3,18,316,2844
21,3,3,0.075,1,1,30,474,4266
21,3,3,0.075,1,2,24,968,8712
21,3,3,0.075,1,3,18,474,4266
30,3,4,0.125,1,1,30,790,7110
30,3,4,0.125,1,2,24,1613,14517
30,3,4,0.125,1,3,18,790,7110
39,3,5,0.25,1,1,30,1579,14211
39,3,5,0.25,1,2,24,3227,29043
39,3,5,0.25,1,3,18,1579,14211
3,3,1,0.025,2,1,30,254,2286
3,3,1,0.025,2,2,24,519,4671
3,3,1,0.025,2,3,18,254,2286
12,3,2,0.05,2,1,30,508,4572
12,3,2,0.05,2,2,24,1037,9333
12,3,2,0.05,2,3,18,508,4572
21,3,3,0.075,2,1,30,761,6849
21,3,3,0.075,2,2,24,1556,14004
21,3,3,0.075,2,3,18,761,6849
30,3,4,0.125,2,1,30,1269,11421
30,3,4,0.125,2,2,24,2593,23337
30,3,4,0.125,2,3,18,1269,11421
39,3,5,0.25,2,1,30,2538,22842
39,3,5,0.25,2,2,24,5186,46674
39,3,5,0.25,2,3,18,2538,22842
3,3,1,0.025,3,1,30,150,1350
3,3,1,0.025,3,2,24,306,2754
3,3,1,0.025,3,3,18,150,1350
12,3,2,0.05,3,1,30,299,2691
12,3,2,0.05,3,2,24,612,5508
12,3,2,0.05,3,3,18,299,2691
21,3,3,0.075,3,1,30,449,4041
21,3,3,0.075,3,2,24,917,8253
21,3,3,0.075,3,3,18,449,4041
30,3,4,0.125,3,1,30,748,6732
30,3,4,0.125,3,2,24,1529,13761
30,3,4,0.125,3,3,18,748,6732
39,3,5,0.25,3,1,30,1497,13473
39,3,5,0.25,3,2,24,3058,27522
39,3,5,0.25,3,3,18,1497,13473
3,3,1,0.025,4,1,30,161,1449
3,3,1,0.025,4,2,24,329,2961
3,3,1,0.025,4,3,18,161,1449
12,3,2,0.05,4,1,30,322,2898
12,3,2,0.05,4,2,24,659,5931
12,3,2,0.05,4,3,18,322,2898
21,3,3,0.075,4,1,30,484,4356
21,3,3,0.075,4,2,24,988,8892
21,3,3,0.075,4,3,18,484,4356
30,3,4,0.125,4,1,30,806,7254
30,3,4,0.125,4,2,24,1647,14823
30,3,4,0.125,4,3,18,806,7254
39,3,5,0.25,4,1,30,1612,14508
39,3,5,0.25,4,2,24,3293,29637
39,3,5,0.25,4,3,18,1612,14508
3,3,1,0.025,5,1,30,106,954
3,3,1,0.025,5,2,24,216,1944
3,3,1,0.025,5,3,18,106,954
12,3,2,0.05,5,1,30,211,1899
12,3,2,0.05,5,2,24,431,3879
12,3,2,0.05,5,3,18,211,1899
21,3,3,0.075,5,1,30,317,2853
21,3,3,0.075,5,2,24,647,5823
21,3,3,0.075,5,3,18,317,2853
30,3,4,0.125,5,1,30,528,4752
30,3,4,0.125,5,2,24,1078,9702
30,3,4,0.125,5,3,18,528,4752
39,3,5,0.25,5,1,30,1056,9504
39,3,5,0.25,5,2,24,2157,19413
39,3,5,0.25,5,3,18,1056,9504
3,3,1,0.025,6,1,30,70,630
3,3,1,0.025,6,2,24,143,1287
3,3,1,0.025,6,3,18,70,630
12,3,2,0.05,6,1,30,140,1260
12,3,2,0.05,6,2,24,287,2583
12,3,2,0.05,6,3,18,140,1260
21,3,3,0.075,6,1,30,210,1890
21,3,3,0.075,6,2,24,430,3870
21,3,3,0.075,6,3,18,210,1890
30,3,4,0.125,6,1,30,351,3159
30,3,4,0.125,6,2,24,717,6453
30,3,4,0.125,6,3,18,351,3159
39,3,5,0.25,6,1,30,702,6318
39,3,5,0.25,6,2,24,1434,12906
39,3,5,0.25,6,3,18,702,6318
3,3,1,0.025,9,1,30,154,1386
3,3,1,0.025,9,2,24,315,2835
3,3,1,0.025,9,3,18,154,1386
12,3,2,0.05,9,1,30,308,2772
12,3,2,0.05,9,2,24,630,5670
12,3,2,0.05,9,3,18,308,2772
21,3,3,0.075,9,1,30,463,4167
21,3,3,0.075,9,2,24,945,8505
21,3,3,0.075,9,3,18,463,4167
30,3,4,0.125,9,1,30,771,6939
30,3,4,0.125,9,2,24,1575,14175
30,3,4,0.125,9,3,18,771,6939
39,3,5,0.25,9,1,30,1542,13878
39,3,5,0.25,9,2,24,3150,28350
39,3,5,0.25,9,3,18,1542,13878
3,3,1,0.025,11,1,30,100,900
3,3,1,0.025,11,2,24,203,1827
3,3,1,0.025,11,3,18,100,900
12,3,2,0.05,11,1,30,199,1791
12,3,2,0.05,11,2,24,407,3663
12,3,2,0.05,11,3,18,199,1791
21,3,3,0.075,11,1,30,299,2691
21,3,3,0.075,11,2,24,610,5490
21,3,3,0.075,11,3,18,299,2691
30,3,4,0.125,11,1,30,498,4482
30,3,4,0.125,11,2,24,1017,9153
30,3,4,0.125,11,3,18,498,4482
39,3,5,0.25,11,1,30,995,8955
39,3,5,0.25,11,2,24,2033,18297
39,3,5,0.25,11,3,18,995,8955
3,3,1,0.025,12,1,30,176,1584
3,3,1,0.025,12,2,24,359,3231
3,3,1,0.025,12,3,18,176,1584
12,3,2,0.05,12,1,30,352,3168
12,3,2,0.05,12,2,24,718,6462
12,3,2,0.05,12,3,18,352,3168
21,3,3,0.075,12,1,30,527,4743
21,3,3,0.075,12,2,24,1078,9702
21,3,3,0.075,12,3,18,527,4743
30,3,4,0.125,12,1,30,879,7911
30,3,4,0.125,12,2,24,1796,16164
30,3,4,0.125,12,3,18,879,7911
39,3,5,0.25,12,1,30,1758,15822
39,3,5,0.25,12,2,24,3592,32328
39,3,5,0.25,12,3,18,1758,15822
3,3,1,0.025,13,1,30,62,558
3,3,1,0.025,13,2,24,127,1143
3,3,1,0.025,13,3,18,62,558
12,3,2,0.05,13,1,30,124,1116
12,3,2,0.05,13,2,24,254,2286
12,3,2,0.05,13,3,18,124,1116
21,3,3,0.075,13,1,30,186,1674
21,3,3,0.075,13,2,24,381,3429
21,3,3,0.075,13,3,18,186,1674
30,3,4,0.125,13,1,30,311,2799
30,3,4,0.125,13,2,24,635,5715
30,3,4,0.125,13,3,18,311,2799
39,3,5,0.25,13,1,30,621,5589
39,3,5,0.25,13,2,24,1269,11421
39,3,5,0.25,13,3,18,621,5589
3,3,1,0.025,15,1,30,167,1503
3,3,1,0.025,15,2,24,340,3060
3,3,1,0.025,15,3,18,167,1503
12,3,2,0.05,15,1,30,333,2997
12,3,2,0.05,15,2,24,681,6129
12,3,2,0.05,15,3,18,333,2997
21,3,3,0.075,15,1,30,500,4500
21,3,3,0.075,15,2,24,1021,9189
21,3,3,0.075,15,3,18,500,4500
30,3,4,0.125,15,1,30,833,7497
30,3,4,0.125,15,2,24,1702,15318
30,3,4,0.125,15,3,18,833,7497
39,3,5,0.25,15,1,30,1666,14994
39,3,5,0.25,15,2,24,3403,30627
39,3,5,0.25,15,3,18,1666,14994
3,3,1,0.025,16,1,30,200,1800
3,3,1,0.025,16,2,24,408,3672
3,3,1,0.025,16,3,18,200,1800
12,3,2,0.05,16,1,30,399,3591
12,3,2,0.05,16,2,24,816,7344
12,3,2,0.05,16,3,18,399,3591
21,3,3,0.075,16,1,30,599,5391
21,3,3,0.075,16,2,24,1224,11016
21,3,3,0.075,16,3,18,599,5391
30,3,4,0.125,16,1,30,999,8991
30,3,4,0.125,16,2,24,2040,18360
30,3,4,0.125,16,3,18,999,8991
39,3,5,0.25,16,1,30,1997,17973
39,3,5,0.25,16,2,24,4080,36720
39,3,5,0.25,16,3,18,1997,17973
3,3,1,0.025,17,1,30,285,2565
3,3,1,0.025,17,2,24,582,5238
3,3,1,0.025,17,3,18,285,2565
12,3,2,0.05,17,1,30,570,5130
12,3,2,0.05,17,2,24,1164,10476
12,3,2,0.05,17,3,18,570,5130
21,3,3,0.075,17,1,30,855,7695
21,3,3,0.075,17,2,24,1746,15714
21,3,3,0.075,17,3,18,855,7695
30,3,4,0.125,17,1,30,1425,12825
30,3,4,0.125,17,2,24,2911,26199
30,3,4,0.125,17,3,18,1425,12825
39,3,5,0.25,17,1,30,2849,25641
39,3,5,0.25,17,2,24,5822,52398
39,3,5,0.25,17,3,18,2849,25641
3,3,1,0.025,18,1,30,81,729
3,3,1,0.025,18,2,24,166,1494
3,3,1,0.025,18,3,18,81,729
12,3,2,0.05,18,1,30,163,1467
12,3,2,0.05,18,2,24,333,2997
12,3,2,0.05,18,3,18,163,1467
21,3,3,0.075,18,1,30,244,2196
21,3,3,0.075,18,2,24,499,4491
21,3,3,0.075,18,3,18,244,2196
30,3,4,0.125,18,1,30,407,3663
30,3,4,0.125,18,2,24,832,7488
30,3,4,0.125,18,3,18,407,3663
39,3,5,0.25,18,1,30,815,7335
39,3,5,0.25,18,2,24,1665,14985
39,3,5,0.25,18,3,18,815,7335
4,4,1,0.025,2,1,30,254,2286
4,4,1,0.025,2,2,24,519,4671
4,4,1,0.025,2,3,18,254,2286
13,4,2,0.05,2,1,30,508,4572
13,4,2,0.05,2,2,24,1037,9333
13,4,2,0.05,2,3,18,508,4572
22,4,3,0.075,2,1,30,761,6849
22,4,3,0.075,2,2,24,1556,14004
22,4,3,0.075,2,3,18,761,6849
31,4,4,0.125,2,1,30,1269,11421
31,4,4,0.125,2,2,24,2593,23337
31,4,4,0.125,2,3,18,1269,11421
40,4,5,0.25,2,1,30,2538,22842
40,4,5,0.25,2,2,24,5186,46674
40,4,5,0.25,2,3,18,2538,22842
4,4,1,0.025,4,1,30,161,1449
4,4,1,0.025,4,2,24,329,2961
4,4,1,0.025,4,3,18,161,1449
13,4,2,0.05,4,1,30,322,2898
13,4,2,0.05,4,2,24,659,5931
13,4,2,0.05,4,3,18,322,2898
22,4,3,0.075,4,1,30,484,4356
22,4,3,0.075,4,2,24,988,8892
22,4,3,0.075,4,3,18,484,4356
31,4,4,0.125,4,1,30,806,7254
31,4,4,0.125,4,2,24,1647,14823
31,4,4,0.125,4,3,18,806,7254
40,4,5,0.25,4,1,30,1612,14508
40,4,5,0.25,4,2,24,3293,29637
40,4,5,0.25,4,3,18,1612,14508
4,4,1,0.025,7,1,30,159,1431
4,4,1,0.025,7,2,24,324,2916
4,4,1,0.025,7,3,18,159,1431
13,4,2,0.05,7,1,30,317,2853
13,4,2,0.05,7,2,24,648,5832
13,4,2,0.05,7,3,18,317,2853
22,4,3,0.075,7,1,30,476,4284
22,4,3,0.075,7,2,24,972,8748
22,4,3,0.075,7,3,18,476,4284
31,4,4,0.125,7,1,30,793,7137
31,4,4,0.125,7,2,24,1620,14580
31,4,4,0.125,7,3,18,793,7137
40,4,5,0.25,7,1,30,1586,14274
40,4,5,0.25,7,2,24,3240,29160
40,4,5,0.25,7,3,18,1586,14274
4,4,1,0.025,8,1,30,295,2655
4,4,1,0.025,8,2,24,603,5427
4,4,1,0.025,8,3,18,295,2655
13,4,2,0.05,8,1,30,590,5310
13,4,2,0.05,8,2,24,1205,10845
13,4,2,0.05,8,3,18,590,5310
22,4,3,0.075,8,1,30,885,7965
22,4,3,0.075,8,2,24,1808,16272
22,4,3,0.075,8,3,18,885,7965
31,4,4,0.125,8,1,30,1475,13275
31,4,4,0.125,8,2,24,3013,27117
31,4,4,0.125,8,3,18,1475,13275
40,4,5,0.25,8,1,30,2950,26550
40,4,5,0.25,8,2,24,6027,54243
40,4,5,0.25,8,3,18,2950,26550
4,4,1,0.025,10,1,30,183,1647
4,4,1,0.025,10,2,24,374,3366
4,4,1,0.025,10,3,18,183,1647
13,4,2,0.05,10,1,30,366,3294
13,4,2,0.05,10,2,24,749,6741
13,4,2,0.05,10,3,18,366,3294
22,4,3,0.075,10,1,30,550,4950
22,4,3,0.075,10,2,24,1123,10107
22,4,3,0.075,10,3,18,550,4950
31,4,4,0.125,10,1,30,916,8244
31,4,4,0.125,10,2,24,1872,16848
31,4,4,0.125,10,3,18,916,8244
40,4,5,0.25,10,1,30,1832,16488
40,4,5,0.25,10,2,24,3744,33696
40,4,5,0.25,10,3,18,1832,16488
4,4,1,0.025,11,1,30,100,900
4,4,1,0.025,11,2,24,203,1827
4,4,1,0.025,11,3,18,100,900
13,4,2,0.05,11,1,30,199,1791
13,4,2,0.05,11,2,24,407,3663
13,4,2,0.05,11,3,18,199,1791
22,4,3,0.075,11,1,30,299,2691
22,4,3,0.075,11,2,24,610,5490
22,4,3,0.075,11,3,18,299,2691
31,4,4,0.125,11,1,30,498,4482
31,4,4,0.125,11,2,24,1017,9153
31,4,4,0.125,11,3,18,498,4482
40,4,5,0.25,11,1,30,995,8955
40,4,5,0.25,11,2,24,2033,18297
40,4,5,0.25,11,3,18,995,8955
4,4,1,0.025,12,1,30,176,1584
4,4,1,0.025,12,2,24,359,3231
4,4,1,0.025,12,3,18,176,1584
13,4,2,0.05,12,1,30,352,3168
13,4,2,0.05,12,2,24,718,6462
13,4,2,0.05,12,3,18,352,3168
22,4,3,0.075,12,1,30,527,4743
22,4,3,0.075,12,2,24,1078,9702
22,4,3,0.075,12,3,18,527,4743
31,4,4,0.125,12,1,30,879,7911
31,4,4,0.125,12,2,24,1796,16164
31,4,4,0.125,12,3,18,879,7911
40,4,5,0.25,12,1,30,1758,15822
40,4,5,0.25,12,2,24,3592,32328
40,4,5,0.25,12,3,18,1758,15822
4,4,1,0.025,13,1,30,62,558
4,4,1,0.025,13,2,24,127,1143
4,4,1,0.025,13,3,18,62,558
13,4,2,0.05,13,1,30,124,1116
13,4,2,0.05,13,2,24,254,2286
13,4,2,0.05,13,3,18,124,1116
22,4,3,0.075,13,1,30,186,1674
22,4,3,0.075,13,2,24,381,3429
22,4,3,0.075,13,3,18,186,1674
31,4,4,0.125,13,1,30,311,2799
31,4,4,0.125,13,2,24,635,5715
31,4,4,0.125,13,3,18,311,2799
40,4,5,0.25,13,1,30,621,5589
40,4,5,0.25,13,2,24,1269,11421
40,4,5,0.25,13,3,18,621,5589
4,4,1,0.025,14,1,30,183,1647
4,4,1,0.025,14,2,24,374,3366
4,4,1,0.025,14,3,18,183,1647
13,4,2,0.05,14,1,30,367,3303
13,4,2,0.05,14,2,24,749,6741
13,4,2,0.05,14,3,18,367,3303
22,4,3,0.075,14,1,30,550,4950
22,4,3,0.075,14,2,24,1123,10107
22,4,3,0.075,14,3,18,550,4950
31,4,4,0.125,14,1,30,916,8244
31,4,4,0.125,14,2,24,1872,16848
31,4,4,0.125,14,3,18,916,8244
40,4,5,0.25,14,1,30,1833,16497
40,4,5,0.25,14,2,24,3745,33705
40,4,5,0.25,14,3,18,1833,16497
4,4,1,0.025,18,1,30,81,729
4,4,1,0.025,18,2,24,166,1494
4,4,1,0.025,18,3,18,81,729
13,4,2,0.05,18,1,30,163,1467
13,4,2,0.05,18,2,24,333,2997
13,4,2,0.05,18,3,18,163,1467
22,4,3,0.075,18,1,30,244,2196
22,4,3,0.075,18,2,24,499,4491
22,4,3,0.075,18,3,18,244,2196
31,4,4,0.125,18,1,30,407,3663
31,4,4,0.125,18,2,24,832,7488
31,4,4,0.125,18,3,18,407,3663
40,4,5,0.25,18,1,30,815,7335
40,4,5,0.25,18,2,24,1665,14985
40,4,5,0.25,18,3,18,815,7335
4,4,1,0.025,19,1,30,224,2016
4,4,1,0.025,19,2,24,457,4113
4,4,1,0.025,19,3,18,224,2016
13,4,2,0.05,19,1,30,447,4023
13,4,2,0.05,19,2,24,914,8226
13,4,2,0.05,19,3,18,447,4023
22,4,3,0.075,19,1,30,671,6039
22,4,3,0.075,19,2,24,1371,12339
22,4,3,0.075,19,3,18,671,6039
31,4,4,0.125,19,1,30,1119,10071
31,4,4,0.125,19,2,24,2285,20565
31,4,4,0.125,19,3,18,1119,10071
40,4,5,0.25,19,1,30,2237,20133
40,4,5,0.25,19,2,24,4571,41139
40,4,5,0.25,19,3,18,2237,20133
5,5,1,0.025,2,1,30,254,2286
5,5,1,0.025,2,2,24,519,4671
5,5,1,0.025,2,3,18,254,2286
14,5,2,0.05,2,1,30,508,4572
14,5,2,0.05,2,2,24,1037,9333
14,5,2,0.05,2,3,18,508,4572
23,5,3,0.075,2,1,30,761,6849
23,5,3,0.075,2,2,24,1556,14004
23,5,3,0.075,2,3,18,761,6849
32,5,4,0.125,2,1,30,1269,11421
32,5,4,0.125,2,2,24,2593,23337
32,5,4,0.125,2,3,18,1269,11421
41,5,5,0.25,2,1,30,2538,22842
41,5,5,0.25,2,2,24,5186,46674
41,5,5,0.25,2,3,18,2538,22842
5,5,1,0.025,4,1,30,161,1449
5,5,1,0.025,4,2,24,329,2961
5,5,1,0.025,4,3,18,161,1449
14,5,2,0.05,4,1,30,322,2898
14,5,2,0.05,4,2,24,659,5931
14,5,2,0.05,4,3,18,322,2898
23,5,3,0.075,4,1,30,484,4356
23,5,3,0.075,4,2,24,988,8892
23,5,3,0.075,4,3,18,484,4356
32,5,4,0.125,4,1,30,806,7254
32,5,4,0.125,4,2,24,1647,14823
32,5,4,0.125,4,3,18,806,7254
41,5,5,0.25,4,1,30,1612,14508
41,5,5,0.25,4,2,24,3293,29637
41,5,5,0.25,4,3,18,1612,14508
5,5,1,0.025,7,1,30,159,1431
5,5,1,0.025,7,2,24,324,2916
5,5,1,0.025,7,3,18,159,1431
14,5,2,0.05,7,1,30,317,2853
14,5,2,0.05,7,2,24,648,5832
14,5,2,0.05,7,3,18,317,2853
23,5,3,0.075,7,1,30,476,4284
23,5,3,0.075,7,2,24,972,8748
23,5,3,0.075,7,3,18,476,4284
32,5,4,0.125,7,1,30,793,7137
32,5,4,0.125,7,2,24,1620,14580
32,5,4,0.125,7,3,18,793,7137
41,5,5,0.25,7,1,30,1586,14274
41,5,5,0.25,7,2,24,3240,29160
41,5,5,0.25,7,3,18,1586,14274
5,5,1,0.025,8,1,30,295,2655
5,5,1,0.025,8,2,24,603,5427
5,5,1,0.025,8,3,18,295,2655
14,5,2,0.05,8,1,30,590,5310
14,5,2,0.05,8,2,24,1205,10845
14,5,2,0.05,8,3,18,590,5310
23,5,3,0.075,8,1,30,885,7965
23,5,3,0.075,8,2,24,1808,16272
23,5,3,0.075,8,3,18,885,7965
32,5,4,0.125,8,1,30,1475,13275
32,5,4,0.125,8,2,24,3013,27117
32,5,4,0.125,8,3,18,1475,13275
41,5,5,0.25,8,1,30,2950,26550
41,5,5,0.25,8,2,24,6027,54243
41,5,5,0.25,8,3,18,2950,26550
5,5,1,0.025,10,1,30,183,1647
5,5,1,0.025,10,2,24,374,3366
5,5,1,0.025,10,3,18,183,1647
14,5,2,0.05,10,1,30,366,3294
14,5,2,0.05,10,2,24,749,6741
14,5,2,0.05,10,3,18,366,3294
23,5,3,0.075,10,1,30,550,4950
23,5,3,0.075,10,2,24,1123,10107
23,5,3,0.075,10,3,18,550,4950
32,5,4,0.125,10,1,30,916,8244
32,5,4,0.125,10,2,24,1872,16848
32,5,4,0.125,10,3,18,916,8244
41,5,5,0.25,10,1,30,1832,16488
41,5,5,0.25,10,2,24,3744,33696
41,5,5,0.25,10,3,18,1832,16488
5,5,1,0.025,11,1,30,100,900
5,5,1,0.025,11,2,24,203,1827
5,5,1,0.025,11,3,18,100,900
14,5,2,0.05,11,1,30,199,1791
14,5,2,0.05,11,2,24,407,3663
14,5,2,0.05,11,3,18,199,1791
23,5,3,0.075,11,1,30,299,2691
23,5,3,0.075,11,2,24,610,5490
23,5,3,0.075,11,3,18,299,2691
32,5,4,0.125,11,1,30,498,4482
32,5,4,0.125,11,2,24,1017,9153
32,5,4,0.125,11,3,18,498,4482
41,5,5,0.25,11,1,30,995,8955
41,5,5,0.25,11,2,24,2033,18297
41,5,5,0.25,11,3,18,995,8955
5,5,1,0.025,12,1,30,176,1584
5,5,1,0.025,12,2,24,359,3231
5,5,1,0.025,12,3,18,176,1584
14,5,2,0.05,12,1,30,352,3168
14,5,2,0.05,12,2,24,718,6462
14,5,2,0.05,12,3,18,352,3168
23,5,3,0.075,12,1,30,527,4743
23,5,3,0.075,12,2,24,1078,9702
23,5,3,0.075,12,3,18,527,4743
32,5,4,0.125,12,1,30,879,7911
32,5,4,0.125,12,2,24,1796,16164
32,5,4,0.125,12,3,18,879,7911
41,5,5,0.25,12,1,30,1758,15822
41,5,5,0.25,12,2,24,3592,32328
41,5,5,0.25,12,3,18,1758,15822
5,5,1,0.025,13,1,30,62,558
5,5,1,0.025,13,2,24,127,1143
5,5,1,0.025,13,3,18,62,558
14,5,2,0.05,13,1,30,124,1116
14,5,2,0.05,13,2,24,254,2286
14,5,2,0.05,13,3,18,124,1116
23,5,3,0.075,13,1,30,186,1674
23,5,3,0.075,13,2,24,381,3429
23,5,3,0.075,13,3,18,186,1674
32,5,4,0.125,13,1,30,311,2799
32,5,4,0.125,13,2,24,635,5715
32,5,4,0.125,13,3,18,311,2799
41,5,5,0.25,13,1,30,621,5589
41,5,5,0.25,13,2,24,1269,11421
41,5,5,0.25,13,3,18,621,5589
5,5,1,0.025,14,1,30,183,1647
5,5,1,0.025,14,2,24,374,3366
5,5,1,0.025,14,3,18,183,1647
14,5,2,0.05,14,1,30,367,3303
14,5,2,0.05,14,2,24,749,6741
14,5,2,0.05,14,3,18,367,3303
23,5,3,0.075,14,1,30,550,4950
23,5,3,0.075,14,2,24,1123,10107
23,5,3,0.075,14,3,18,550,4950
32,5,4,0.125,14,1,30,916,8244
32,5,4,0.125,14,2,24,1872,16848
32,5,4,0.125,14,3,18,916,8244
41,5,5,0.25,14,1,30,1833,16497
41,5,5,0.25,14,2,24,3745,33705
41,5,5,0.25,14,3,18,1833,16497
5,5,1,0.025,18,1,30,81,729
5,5,1,0.025,18,2,24,166,1494
5,5,1,0.025,18,3,18,81,729
14,5,2,0.05,18,1,30,163,1467
14,5,2,0.05,18,2,24,333,2997
14,5,2,0.05,18,3,18,163,1467
23,5,3,0.075,18,1,30,244,2196
23,5,3,0.075,18,2,24,499,4491
23,5,3,0.075,18,3,18,244,2196
32,5,4,0.125,18,1,30,407,3663
32,5,4,0.125,18,2,24,832,7488
32,5,4,0.125,18,3,18,407,3663
41,5,5,0.25,18,1,30,815,7335
41,5,5,0.25,18,2,24,1665,14985
41,5,5,0.25,18,3,18,815,7335
5,5,1,0.025,19,1,30,224,2016
5,5,1,0.025,19,2,24,457,4113
5,5,1,0.025,19,3,18,224,2016
14,5,2,0.05,19,1,30,447,4023
14,5,2,0.05,19,2,24,914,8226
14,5,2,0.05,19,3,18,447,4023
23,5,3,0.075,19,1,30,671,6039
23,5,3,0.075,19,2,24,1371,12339
23,5,3,0.075,19,3,18,671,6039
32,5,4,0.125,19,1,30,1119,10071
32,5,4,0.125,19,2,24,2285,20565
32,5,4,0.125,19,3,18,1119,10071
41,5,5,0.25,19,1,30,2237,20133
41,5,5,0.25,19,2,24,4571,41139
41,5,5,0.25,19,3,18,2237,20133
6,6,1,0.025,0,1,30,86,774
6,6,1,0.025,0,2,24,175,1575
6,6,1,0.025,0,3,18,86,774
15,6,2,0.05,0,1,30,171,1539
15,6,2,0.05,0,2,24,350,3150
15,6,2,0.05,0,3,18,171,1539
24,6,3,0.075,0,1,30,257,2313
24,6,3,0.075,0,2,24,525,4725
24,6,3,0.075,0,3,18,257,2313
33,6,4,0.125,0,1,30,428,3852
33,6,4,0.125,0,2,24,875,7875
33,6,4,0.125,0,3,18,428,3852
42,6,5,0.25,0,1,30,857,7713
42,6,5,0.25,0,2,24,1751,15759
42,6,5,0.25,0,3,18,857,7713
6,6,1,0.025,1,1,30,158,1422
6,6,1,0.025,1,2,24,323,2907
6,6,1,0.025,1,3,18,158,1422
15,6,2,0.05,1,1,30,316,2844
15,6,2,0.05,1,2,24,645,5805
15,6,2,0.05,1,3,18,316,2844
24,6,3,0.075,1,1,30,474,4266
24,6,3,0.075,1,2,24,968,8712
24,6,3,0.075,1,3,18,474,4266
33,6,4,0.125,1,1,30,790,7110
33,6,4,0.125,1,2,24,1613,14517
33,6,4,0.125,1,3,18,790,7110
42,6,5,0.25,1,1,30,1579,14211
42,6,5,0.25,1,2,24,3227,29043
42,6,5,0.25,1,3,18,1579,14211
6,6,1,0.025,2,1,30,254,2286
6,6,1,0.025,2,2,24,519,4671
6,6,1,0.025,2,3,18,254,2286
15,6,2,0.05,2,1,30,508,4572
15,6,2,0.05,2,2,24,1037,9333
15,6,2,0.05,2,3,18,508,4572
24,6,3,0.075,2,1,30,761,6849
24,6,3,0.075,2,2,24,1556,14004
24,6,3,0.075,2,3,18,761,6849
33,6,4,0.125,2,1,30,1269,11421
33,6,4,0.125,2,2,24,2593,23337
33,6,4,0.125,2,3,18,1269,11421
42,6,5,0.25,2,1,30,2538,22842
42,6,5,0.25,2,2,24,5186,46674
42,6,5,0.25,2,3,18,2538,22842
6,6,1,0.025,3,1,30,150,1350
6,6,1,0.025,3,2,24,306,2754
6,6,1,0.025,3,3,18,150,1350
15,6,2,0.05,3,1,30,299,2691
15,6,2,0.05,3,2,24,612,5508
15,6,2,0.05,3,3,18,299,2691
24,6,3,0.075,3,1,30,449,4041
24,6,3,0.075,3,2,24,917,8253
24,6,3,0.075,3,3,18,449,4041
33,6,4,0.125,3,1,30,748,6732
33,6,4,0.125,3,2,24,1529,13761
33,6,4,0.125,3,3,18,748,6732
42,6,5,0.25,3,1,30,1497,13473
42,6,5,0.25,3,2,24,3058,27522
42,6,5,0.25,3,3,18,1497,13473
6,6,1,0.025,4,1,30,161,1449
6,6,1,0.025,4,2,24,329,2961
6,6,1,0.025,4,3,18,161,1449
15,6,2,0.05,4,1,30,322,2898
15,6,2,0.05,4,2,24,659,5931
15,6,2,0.05,4,3,18,322,2898
24,6,3,0.075,4,1,30,484,4356
24,6,3,0.075,4,2,24,988,8892
24,6,3,0.075,4,3,18,484,4356
33,6,4,0.125,4,1,30,806,7254
33,6,4,0.125,4,2,24,1647,14823
33,6,4,0.125,4,3,18,806,7254
42,6,5,0.25,4,1,30,1612,14508
42,6,5,0.25,4,2,24,3293,29637
42,6,5,0.25,4,3,18,1612,14508
6,6,1,0.025,5,1,30,106,954
6,6,1,0.025,5,2,24,216,1944
6,6,1,0.025,5,3,18,106,954
15,6,2,0.05,5,1,30,211,1899
15,6,2,0.05,5,2,24,431,3879
15,6,2,0.05,5,3,18,211,1899
24,6,3,0.075,5,1,30,317,2853
24,6,3,0.075,5,2,24,647,5823
24,6,3,0.075,5,3,18,317,2853
33,6,4,0.125,5,1,30,528,4752
33,6,4,0.125,5,2,24,1078,9702
33,6,4,0.125,5,3,18,528,4752
42,6,5,0.25,5,1,30,1056,9504
42,6,5,0.25,5,2,24,2157,19413
42,6,5,0.25,5,3,18,1056,9504
6,6,1,0.025,6,1,30,70,630
6,6,1,0.025,6,2,24,143,1287
6,6,1,0.025,6,3,18,70,630
15,6,2,0.05,6,1,30,140,1260
