disaster_scenario_id,trajectory_id,intensity_level,intensity_rate,demand_point_id,period,delta_hours,newly_affected_population,nominal_demand
20,2,3,0.075,3,3,18,177,1593
29,2,4,0.125,3,1,30,295,2655
29,2,4,0.125,3,2,24,602,5418
29,2,4,0.125,3,3,18,295,2655
38,2,5,0.25,3,1,30,589,5301
38,2,5,0.25,3,2,24,1204,10836
38,2,5,0.25,3,3,18,589,5301
2,2,1,0.025,4,1,30,44,396
2,2,1,0.025,4,2,24,90,810
2,2,1,0.025,4,3,18,44,396
11,2,2,0.05,4,1,30,89,801
11,2,2,0.05,4,2,24,181,1629
11,2,2,0.05,4,3,18,89,801
20,2,3,0.075,4,1,30,133,1197
20,2,3,0.075,4,2,24,271,2439
20,2,3,0.075,4,3,18,133,1197
29,2,4,0.125,4,1,30,221,1989
29,2,4,0.125,4,2,24,452,4068
29,2,4,0.125,4,3,18,221,1989
38,2,5,0.25,4,1,30,443,3987
38,2,5,0.25,4,2,24,905,8145
38,2,5,0.25,4,3,18,443,3987
2,2,1,0.025,5,1,30,154,1386
2,2,1,0.025,5,2,24,315,2835
2,2,1,0.025,5,3,18,154,1386
11,2,2,0.05,5,1,30,309,2781
11,2,2,0.05,5,2,24,631,5679
11,2,2,0.05,5,3,18,309,2781
20,2,3,0.075,5,1,30,463,4167
20,2,3,0.075,5,2,24,946,8514
20,2,3,0.075,5,3,18,463,4167
29,2,4,0.125,5,1,30,772,6948
29,2,4,0.125,5,2,24,1577,14193
29,2,4,0.125,5,3,18,772,6948
38,2,5,0.25,5,1,30,1543,13887
38,2,5,0.25,5,2,24,3153,28377
38,2,5,0.25,5,3,18,1543,13887
2,2,1,0.025,6,1,30,274,2466
2,2,1,0.025,6,2,24,560,5040
2,2,1,0.025,6,3,18,274,2466
11,2,2,0.05,6,1,30,548,4932
11,2,2,0.05,6,2,24,1120,10080
11,2,2,0.05,6,3,18,548,4932
20,2,3,0.075,6,1,30,822,7398
20,2,3,0.075,6,2,24,1679,15111
20,2,3,0.075,6,3,18,822,7398
29,2,4,0.125,6,1,30,1370,12330
29,2,4,0.125,6,2,24,2799,25191
29,2,4,0.125,6,3,18,1370,12330
38,2,5,0.25,6,1,30,2740,24660
38,2,5,0.25,6,2,24,5598,50382
38,2,5,0.25,6,3,18,2740,24660
2,2,1,0.025,7,1,30,225,2025
2,2,1,0.025,7,2,24,459,4131
2,2,1,0.025,7,3,18,225,2025
11,2,2,0.05,7,1,30,449,4041
11,2,2,0.05,7,2,24,918,8262
11,2,2,0.05,7,3,18,449,4041
20,2,3,0.075,7,1,30,674,6066
20,2,3,0.075,7,2,24,1377,12393
20,2,3,0.075,7,3,18,674,6066
29,2,4,0.125,7,1,30,1124,10116
29,2,4,0.125,7,2,24,2295,20655
29,2,4,0.125,7,3,18,1124,10116
38,2,5,0.25,7,1,30,2247,20223
38,2,5,0.25,7,2,24,4591,41319
38,2,5,0.25,7,3,18,2247,20223
2,2,1,0.025,8,1,30,227,2043
2,2,1,0.025,8,2,24,465,4185
2,2,1,0.025,8,3,18,227,2043
11,2,2,0.05,8,1,30,455,4095
11,2,2,0.05,8,2,24,929,8361
11,2,2,0.05,8,3,18,455,4095
20,2,3,0.075,8,1,30,682,6138
20,2,3,0.075,8,2,24,1394,12546
20,2,3,0.075,8,3,18,682,6138
29,2,4,0.125,8,1,30,1137,10233
29,2,4,0.125,8,2,24,2323,20907
29,2,4,0.125,8,3,18,1137,10233
38,2,5,0.25,8,1,30,2274,20466
38,2,5,0.25,8,2,24,4646,41814
38,2,5,0.25,8,3,18,2274,20466
2,2,1,0.025,9,1,30,255,2295
2,2,1,0.025,9,2,24,520,4680
2,2,1,0.025,9,3,18,255,2295
11,2,2,0.05,9,1,30,509,4581
11,2,2,0.05,9,2,24,1040,9360
11,2,2,0.05,9,3,18,509,4581
20,2,3,0.075,9,1,30,764,6876
20,2,3,0.075,9,2,24,1560,14040
20,2,3,0.075,9,3,18,764,6876
29,2,4,0.125,9,1,30,1273,11457
29,2,4,0.125,9,2,24,2600,23400
29,2,4,0.125,9,3,18,1273,11457
38,2,5,0.25,9,1,30,2545,22905
38,2,5,0.25,9,2,24,5200,46800
38,2,5,0.25,9,3,18,2545,22905
2,2,1,0.025,10,1,30,107,963
2,2,1,0.025,10,2,24,220,1980
2,2,1,0.025,10,3,18,107,963
11,2,2,0.05,10,1,30,215,1935
11,2,2,0.05,10,2,24,439,3951
11,2,2,0.05,10,3,18,215,1935
20,2,3,0.075,10,1,30,322,2898
20,2,3,0.075,10,2,24,659,5931
20,2,3,0.075,10,3,18,322,2898
29,2,4,0.125,10,1,30,537,4833
29,2,4,0.125,10,2,24,1098,9882
29,2,4,0.125,10,3,18,537,4833
38,2,5,0.25,10,1,30,1075,9675
38,2,5,0.25,10,2,24,2196,19764
38,2,5,0.25,10,3,18,1075,9675
2,2,1,0.025,11,1,30,111,999
2,2,1,0.025,11,2,24,227,2043
2,2,1,0.025,11,3,18,111,999
11,2,2,0.05,11,1,30,222,1998
11,2,2,0.05,11,2,24,454,4086
11,2,2,0.05,11,3,18,222,1998
20,2,3,0.075,11,1,30,333,2997
20,2,3,0.075,11,2,24,680,6120
20,2,3,0.075,11,3,18,333,2997
29,2,4,0.125,11,1,30,555,4995
29,2,4,0.125,11,2,24,1134,10206
29,2,4,0.125,11,3,18,555,4995
38,2,5,0.25,11,1,30,1110,9990
38,2,5,0.25,11,2,24,2268,20412
38,2,5,0.25,11,3,18,1110,9990
2,2,1,0.025,12,1,30,94,846
2,2,1,0.025,12,2,24,191,1719
2,2,1,0.025,12,3,18,94,846
11,2,2,0.05,12,1,30,187,1683
11,2,2,0.05,12,2,24,382,3438
11,2,2,0.05,12,3,18,187,1683
20,2,3,0.075,12,1,30,281,2529
20,2,3,0.075,12,2,24,574,5166
20,2,3,0.075,12,3,18,281,2529
29,2,4,0.125,12,1,30,468,4212
29,2,4,0.125,12,2,24,956,8604
29,2,4,0.125,12,3,18,468,4212
38,2,5,0.25,12,1,30,936,8424
38,2,5,0.25,12,2,24,1912,17208
38,2,5,0.25,12,3,18,936,8424
2,2,1,0.025,13,1,30,190,1710
2,2,1,0.025,13,2,24,388,3492
2,2,1,0.025,13,3,18,190,1710
11,2,2,0.05,13,1,30,380,3420
11,2,2,0.05,13,2,24,776,6984
11,2,2,0.05,13,3,18,380,3420
20,2,3,0.075,13,1,30,570,5130
20,2,3,0.075,13,2,24,1164,10476
20,2,3,0.075,13,3,18,570,5130
29,2,4,0.125,13,1,30,950,8550
29,2,4,0.125,13,2,24,1940,17460
29,2,4,0.125,13,3,18,950,8550
38,2,5,0.25,13,1,30,1899,17091
38,2,5,0.25,13,2,24,3880,34920
38,2,5,0.25,13,3,18,1899,17091
2,2,1,0.025,14,1,30,189,1701
2,2,1,0.025,14,2,24,386,3474
2,2,1,0.025,14,3,18,189,1701
11,2,2,0.05,14,1,30,378,3402
11,2,2,0.05,14,2,24,772,6948
11,2,2,0.05,14,3,18,378,3402
20,2,3,0.075,14,1,30,566,5094
20,2,3,0.075,14,2,24,1157,10413
20,2,3,0.075,14,3,18,566,5094
29,2,4,0.125,14,1,30,944,8496
29,2,4,0.125,14,2,24,1929,17361
29,2,4,0.125,14,3,18,944,8496
38,2,5,0.25,14,1,30,1888,16992
38,2,5,0.25,14,2,24,3858,34722
38,2,5,0.25,14,3,18,1888,16992
2,2,1,0.025,15,1,30,308,2772
2,2,1,0.025,15,2,24,629,5661
2,2,1,0.025,15,3,18,308,2772
11,2,2,0.05,15,1,30,615,5535
11,2,2,0.05,15,2,24,1257,11313
11,2,2,0.05,15,3,18,615,5535
20,2,3,0.075,15,1,30,923,8307
20,2,3,0.075,15,2,24,1886,16974
20,2,3,0.075,15,3,18,923,8307
29,2,4,0.125,15,1,30,1539,13851
29,2,4,0.125,15,2,24,3144,28296
29,2,4,0.125,15,3,18,1539,13851
38,2,5,0.25,15,1,30,3077,27693
38,2,5,0.25,15,2,24,6287,56583
38,2,5,0.25,15,3,18,3077,27693
2,2,1,0.025,16,1,30,261,2349
2,2,1,0.025,16,2,24,533,4797
2,2,1,0.025,16,3,18,261,2349
11,2,2,0.05,16,1,30,522,4698
11,2,2,0.05,16,2,24,1067,9603
11,2,2,0.05,16,3,18,522,4698
20,2,3,0.075,16,1,30,783,7047
20,2,3,0.075,16,2,24,1600,14400
20,2,3,0.075,16,3,18,783,7047
29,2,4,0.125,16,1,30,1305,11745
29,2,4,0.125,16,2,24,2667,24003
29,2,4,0.125,16,3,18,1305,11745
38,2,5,0.25,16,1,30,2611,23499
38,2,5,0.25,16,2,24,5334,48006
38,2,5,0.25,16,3,18,2611,23499
2,2,1,0.025,17,1,30,272,2448
2,2,1,0.025,17,2,24,556,5004
2,2,1,0.025,17,3,18,272,2448
11,2,2,0.05,17,1,30,544,4896
11,2,2,0.05,17,2,24,1111,9999
11,2,2,0.05,17,3,18,544,4896
20,2,3,0.075,17,1,30,816,7344
20,2,3,0.075,17,2,24,1667,15003
20,2,3,0.075,17,3,18,816,7344
29,2,4,0.125,17,1,30,1360,12240
29,2,4,0.125,17,2,24,2779,25011
29,2,4,0.125,17,3,18,1360,12240
38,2,5,0.25,17,1,30,2720,24480
38,2,5,0.25,17,2,24,5557,50013
38,2,5,0.25,17,3,18,2720,24480
2,2,1,0.025,18,1,30,153,1377
2,2,1,0.025,18,2,24,314,2826
2,2,1,0.025,18,3,18,153,1377
11,2,2,0.05,18,1,30,307,2763
11,2,2,0.05,18,2,24,627,5643
11,2,2,0.05,18,3,18,307,2763
20,2,3,0.075,18,1,30,460,4140
20,2,3,0.075,18,2,24,941,8469
20,2,3,0.075,18,3,18,460,4140
29,2,4,0.125,18,1,30,767,6903
29,2,4,0.125,18,2,24,1568,14112
29,2,4,0.125,18,3,18,767,6903
38,2,5,0.25,18,1,30,1535,13815
38,2,5,0.25,18,2,24,3136,28224
38,2,5,0.25,18,3,18,1535,13815
2,2,1,0.025,19,1,30,60,540
2,2,1,0.025,19,2,24,122,1098
2,2,1,0.025,19,3,18,60,540
11,2,2,0.05,19,1,30,120,1080
11,2,2,0.05,19,2,24,244,2196
11,2,2,0.05,19,3,18,120,1080
20,2,3,0.075,19,1,30,179,1611
20,2,3,0.075,19,2,24,366,3294
20,2,3,0.075,19,3,18,179,1611
29,2,4,0.125,19,1,30,299,2691
29,2,4,0.125,19,2,24,611,5499
29,2,4,0.125,19,3,18,299,2691
38,2,5,0.25,19,1,30,598,5382
38,2,5,0.25,19,2,24,1221,10989
38,2,5,0.25,19,3,18,598,5382
3,3,1,0.025,0,1,30,161,1449
3,3,1,0.025,0,2,24,328,2952
3,3,1,0.025,0,3,18,161,1449
12,3,2,0.05,0,1,30,321,2889
12,3,2,0.05,0,2,24,656,5904
12,3,2,0.05,0,3,18,321,2889
21,3,3,0.075,0,1,30,482,4338
21,3,3,0.075,0,2,24,984,8856
21,3,3,0.075,0,3,18,482,4338
30,3,4,0.125,0,1,30,803,7227
30,3,4,0.125,0,2,24,1640,14760
30,3,4,0.125,0,3,18,803,7227
39,3,5,0.25,0,1,30,1606,14454
39,3,5,0.25,0,2,24,3281,29529
39,3,5,0.25,0,3,18,1606,14454
3,3,1,0.025,1,1,30,63,567
3,3,1,0.025,1,2,24,129,1161
3,3,1,0.025,1,3,18,63,567
12,3,2,0.05,1,1,30,127,1143
12,3,2,0.05,1,2,24,259,2331
12,3,2,0.05,1,3,18,127,1143
21,3,3,0.075,1,1,30,190,1710
21,3,3,0.075,1,2,24,388,3492
21,3,3,0.075,1,3,18,190,1710
30,3,4,0.125,1,1,30,317,2853
30,3,4,0.125,1,2,24,647,5823
30,3,4,0.125,1,3,18,317,2853
39,3,5,0.25,1,1,30,633,5697
39,3,5,0.25,1,2,24,1294,11646
39,3,5,0.25,1,3,18,633,5697
3,3,1,0.025,2,1,30,243,2187
3,3,1,0.025,2,2,24,497,4473
3,3,1,0.025,2,3,18,243,2187
12,3,2,0.05,2,1,30,487,4383
12,3,2,0.05,2,2,24,994,8946
12,3,2,0.05,2,3,18,487,4383
21,3,3,0.075,2,1,30,730,6570
21,3,3,0.075,2,2,24,1491,13419
21,3,3,0.075,2,3,18,730,6570
30,3,4,0.125,2,1,30,1217,10953
30,3,4,0.125,2,2,24,2486,22374
30,3,4,0.125,2,3,18,1217,10953
39,3,5,0.25,2,1,30,2433,21897
39,3,5,0.25,2,2,24,4972,44748
39,3,5,0.25,2,3,18,2433,21897
3,3,1,0.025,3,1,30,59,531
3,3,1,0.025,3,2,24,120,1080
3,3,1,0.025,3,3,18,59,531
12,3,2,0.05,3,1,30,118,1062
12,3,2,0.05,3,2,24,241,2169
12,3,2,0.05,3,3,18,118,1062
21,3,3,0.075,3,1,30,177,1593
21,3,3,0.075,3,2,24,361,3249
21,3,3,0.075,3,3,18,177,1593
30,3,4,0.125,3,1,30,295,2655
30,3,4,0.125,3,2,24,602,5418
30,3,4,0.125,3,3,18,295,2655
39,3,5,0.25,3,1,30,589,5301
39,3,5,0.25,3,2,24,1204,10836
39,3,5,0.25,3,3,18,589,5301
3,3,1,0.025,4,1,30,44,396
3,3,1,0.025,4,2,24,90,810
3,3,1,0.025,4,3,18,44,396
12,3,2,0.05,4,1,30,89,801
12,3,2,0.05,4,2,24,181,1629
12,3,2,0.05,4,3,18,89,801
21,3,3,0.075,4,1,30,133,1197
21,3,3,0.075,4,2,24,271,2439
21,3,3,0.075,4,3,18,133,1197
30,3,4,0.125,4,1,30,221,1989
30,3,4,0.125,4,2,24,452,4068
30,3,4,0.125,4,3,18,221,1989
39,3,5,0.25,4,1,30,443,3987
39,3,5,0.25,4,2,24,905,8145
39,3,5,0.25,4,3,18,443,3987
3,3,1,0.025,6,1,30,274,2466
3,3,1,0.025,6,2,24,560,5040
3,3,1,0.025,6,3,18,274,2466
12,3,2,0.05,6,1,30,548,4932
12,3,2,0.05,6,2,24,1120,10080
12,3,2,0.05,6,3,18,548,4932
21,3,3,0.075,6,1,30,822,7398
21,3,3,0.075,6,2,24,1679,15111
21,3,3,0.075,6,3,18,822,7398
30,3,4,0.125,6,1,30,1370,12330
30,3,4,0.125,6,2,24,2799,25191
30,3,4,0.125,6,3,18,1370,12330
39,3,5,0.25,6,1,30,2740,24660
39,3,5,0.25,6,2,24,5598,50382
39,3,5,0.25,6,3,18,2740,24660
3,3,1,0.025,7,1,30,225,2025
3,3,1,0.025,7,2,24,459,4131
3,3,1,0.025,7,3,18,225,2025
12,3,2,0.05,7,1,30,449,4041
12,3,2,0.05,7,2,24,918,8262
12,3,2,0.05,7,3,18,449,4041
21,3,3,0.075,7,1,30,674,6066
21,3,3,0.075,7,2,24,1377,12393
21,3,3,0.075,7,3,18,674,6066
30,3,4,0.125,7,1,30,1124,10116
30,3,4,0.125,7,2,24,2295,20655
30,3,4,0.125,7,3,18,1124,10116
39,3,5,0.25,7,1,30,2247,20223
39,3,5,0.25,7,2,24,4591,41319
39,3,5,0.25,7,3,18,2247,20223
3,3,1,0.025,8,1,30,227,2043
3,3,1,0.025,8,2,24,465,4185
3,3,1,0.025,8,3,18,227,2043
12,3,2,0.05,8,1,30,455,4095
12,3,2,0.05,8,2,24,929,8361
12,3,2,0.05,8,3,18,455,4095
21,3,3,0.075,8,1,30,682,6138
21,3,3,0.075,8,2,24,1394,12546
21,3,3,0.075,8,3,18,682,6138
30,3,4,0.125,8,1,30,1137,10233
30,3,4,0.125,8,2,24,2323,20907
30,3,4,0.125,8,3,18,1137,10233
39,3,5,0.25,8,1,30,2274,20466
39,3,5,0.25,8,2,24,4646,41814
39,3,5,0.25,8,3,18,2274,20466
3,3,1,0.025,9,1,30,255,2295
3,3,1,0.025,9,2,24,520,4680
3,3,1,0.025,9,3,18,255,2295
12,3,2,0.05,9,1,30,509,4581
12,3,2,0.05,9,2,24,1040,9360
12,3,2,0.05,9,3,18,509,4581
21,3,3,0.075,9,1,30,764,6876
21,3,3,0.075,9,2,24,1560,14040
21,3,3,0.075,9,3,18,764,6876
30,3,4,0.125,9,1,30,1273,11457
30,3,4,0.125,9,2,24,2600,23400
30,3,4,0.125,9,3,18,1273,11457
39,3,5,0.25,9,1,30,2545,22905
39,3,5,0.25,9,2,24,5200,46800
39,3,5,0.25,9,3,18,2545,22905
3,3,1,0.025,10,1,30,107,963
3,3,1,0.025,10,2,24,220,1980
3,3,1,0.025,10,3,18,107,963
12,3,2,0.05,10,1,30,215,1935
12,3,2,0.05,10,2,24,439,3951
12,3,2,0.05,10,3,18,215,1935
21,3,3,0.075,10,1,30,322,2898
21,3,3,0.075,10,2,24,659,5931
21,3,3,0.075,10,3,18,322,2898
30,3,4,0.125,10,1,30,537,4833
30,3,4,0.125,10,2,24,1098,9882
30,3,4,0.125,10,3,18,537,4833
39,3,5,0.25,10,1,30,1075,9675
39,3,5,0.25,10,2,24,2196,19764
39,3,5,0.25,10,3,18,1075,9675
3,3,1,0.025,11,1,30,111,999
3,3,1,0.025,11,2,24,227,2043
3,3,1,0.025,11,3,18,111,999
12,3,2,0.05,11,1,30,222,1998
12,3,2,0.05,11,2,24,454,4086
12,3,2,0.05,11,3,18,222,1998
21,3,3,0.075,11,1,30,333,2997
21,3,3,0.075,11,2,24,680,6120
21,3,3,0.075,11,3,18,333,2997
30,3,4,0.125,11,1,30,555,4995
30,3,4,0.125,11,2,24,1134,10206
30,3,4,0.125,11,3,18,555,4995
39,3,5,0.25,11,1,30,1110,9990
39,3,5,0.25,11,2,24,2268,20412
39,3,5,0.25,11,3,18,1110,9990
3,3,1,0.025,12,1,30,94,846
3,3,1,0.025,12,2,24,191,1719
3,3,1,0.025,12,3,18,94,846
12,3,2,0.05,12,1,30,187,1683
12,3,2,0.05,12,2,24,382,3438
12,3,2,0.05,12,3,18,187,1683
21,3,3,0.075,12,1,30,281,2529
21,3,3,0.075,12,2,24,574,5166
21,3,3,0.075,12,3,18,281,2529
30,3,4,0.125,12,1,30,468,4212
30,3,4,0.125,12,2,24,956,8604
30,3,4,0.125,12,3,18,468,4212
39,3,5,0.25,12,1,30,936,8424
39,3,5,0.25,12,2,24,1912,17208
39,3,5,0.25,12,3,18,936,8424
3,3,1,0.025,13,1,30,190,1710
3,3,1,0.025,13,2,24,388,3492
3,3,1,0.025,13,3,18,190,1710
12,3,2,0.05,13,1,30,380,3420
12,3,2,0.05,13,2,24,776,6984
12,3,2,0.05,13,3,18,380,3420
21,3,3,0.075,13,1,30,570,5130
21,3,3,0.075,13,2,24,1164,10476
21,3,3,0.075,13,3,18,570,5130
30,3,4,0.125,13,1,30,950,8550
30,3,4,0.125,13,2,24,1940,17460
30,3,4,0.125,13,3,18,950,8550
39,3,5,0.25,13,1,30,1899,17091
39,3,5,0.25,13,2,24,3880,34920
39,3,5,0.25,13,3,18,1899,17091
3,3,1,0.025,14,1,30,189,1701
3,3,1,0.025,14,2,24,386,3474
3,3,1,0.025,14,3,18,189,1701
12,3,2,0.05,14,1,30,378,3402
12,3,2,0.05,14,2,24,772,6948
12,3,2,0.05,14,3,18,378,3402
21,3,3,0.075,14,1,30,566,5094
21,3,3,0.075,14,2,24,1157,10413
21,3,3,0.075,14,3,18,566,5094
30,3,4,0.125,14,1,30,944,8496
30,3,4,0.125,14,2,24,1929,17361
30,3,4,0.125,14,3,18,944,8496
39,3,5,0.25,14,1,30,1888,16992
39,3,5,0.25,14,2,24,3858,34722
39,3,5,0.25,14,3,18,1888,16992
3,3,1,0.025,15,1,30,308,2772
3,3,1,0.025,15,2,24,629,5661
3,3,1,0.025,15,3,18,308,2772
12,3,2,0.05,15,1,30,615,5535
12,3,2,0.05,15,2,24,1257,11313
12,3,2,0.05,15,3,18,615,5535
21,3,3,0.075,15,1,30,923,8307
21,3,3,0.075,15,2,24,1886,16974
21,3,3,0.075,15,3,18,923,8307
30,3,4,0.125,15,1,30,1539,13851
30,3,4,0.125,15,2,24,3144,28296
30,3,4,0.125,15,3,18,1539,13851
39,3,5,0.25,15,1,30,3077,27693
39,3,5,0.25,15,2,24,6287,56583
39,3,5,0.25,15,3,18,3077,27693
3,3,1,0.025,16,1,30,261,2349
3,3,1,0.025,16,2,24,533,4797
3,3,1,0.025,16,3,18,261,2349
12,3,2,0.05,16,1,30,522,4698
12,3,2,0.05,16,2,24,1067,9603
12,3,2,0.05,16,3,18,522,4698
21,3,3,0.075,16,1,30,783,7047
21,3,3,0.075,16,2,24,1600,14400
21,3,3,0.075,16,3,18,783,7047
30,3,4,0.125,16,1,30,1305,11745
30,3,4,0.125,16,2,24,2667,24003
30,3,4,0.125,16,3,18,1305,11745
39,3,5,0.25,16,1,30,2611,23499
39,3,5,0.25,16,2,24,5334,48006
39,3,5,0.25,16,3,18,2611,23499
3,3,1,0.025,17,1,30,272,2448
3,3,1,0.025,17,2,24,556,5004
3,3,1,0.025,17,3,18,272,2448
12,3,2,0.05,17,1,30,544,4896
12,3,2,0.05,17,2,24,1111,9999
12,3,2,0.05,17,3,18,544,4896
21,3,3,0.075,17,1,30,816,7344
21,3,3,0.075,17,2,24,1667,15003
21,3,3,0.075,17,3,18,816,7344
30,3,4,0.125,17,1,30,1360,12240
30,3,4,0.125,17,2,24,2779,25011
30,3,4,0.125,17,3,18,1360,12240
39,3,5,0.25,17,1,30,2720,24480
39,3,5,0.25,17,2,24,5557,50013
39,3,5,0.25,17,3,18,2720,24480
3,3,1,0.025,18,1,30,153,1377
3,3,1,0.025,18,2,24,314,2826
3,3,1,0.025,18,3,18,153,1377
12,3,2,0.05,18,1,30,307,2763
12,3,2,0.05,18,2,24,627,5643
12,3,2,0.05,18,3,18,307,2763
21,3,3,0.075,18,1,30,460,4140
21,3,3,0.075,18,2,24,941,8469
21,3,3,0.075,18,3,18,460,4140
30,3,4,0.125,18,1,30,767,6903
30,3,4,0.125,18,2,24,1568,14112
30,3,4,0.125,18,3,18,767,6903
39,3,5,0.25,18,1,30,1535,13815
39,3,5,0.25,18,2,24,3136,28224
39,3,5,0.25,18,3,18,1535,13815
3,3,1,0.025,19,1,30,60,540
3,3,1,0.025,19,2,24,122,1098
3,3,1,0.025,19,3,18,60,540
12,3,2,0.05,19,1,30,120,1080
12,3,2,0.05,19,2,24,244,2196
12,3,2,0.05,19,3,18,120,1080
21,3,3,0.075,19,1,30,179,1611
21,3,3,0.075,19,2,24,366,3294
21,3,3,0.075,19,3,18,179,1611
30,3,4,0.125,19,1,30,299,2691
30,3,4,0.125,19,2,24,611,5499
30,3,4,0.125,19,3,18,299,2691
39,3,5,0.25,19,1,30,598,5382
39,3,5,0.25,19,2,24,1221,10989
39,3,5,0.25,19,3,18,598,5382
4,4,1,0.025,0,1,30,161,1449
4,4,1,0.025,0,2,24,328,2952
4,4,1,0.025,0,3,18,161,1449
13,4,2,0.05,0,1,30,321,2889
13,4,2,0.05,0,2,24,656,5904
13,4,2,0.05,0,3,18,321,2889
22,4,3,0.075,0,1,30,482,4338
22,4,3,0.075,0,2,24,984,8856
22,4,3,0.075,0,3,18,482,4338
31,4,4,0.125,0,1,30,803,7227
31,4,4,0.125,0,2,24,1640,14760
31,4,4,0.125,0,3,18,803,7227
40,4,5,0.25,0,1,30,1606,14454
40,4,5,0.25,0,2,24,3281,29529
40,4,5,0.25,0,3,18,1606,14454
4,4,1,0.025,1,1,30,63,567
4,4,1,0.025,1,2,24,129,1161
4,4,1,0.025,1,3,18,63,567
13,4,2,0.05,1,1,30,127,1143
13,4,2,0.05,1,2,24,259,2331
13,4,2,0.05,1,3,18,127,1143
22,4,3,0.075,1,1,30,190,1710
22,4,3,0.075,1,2,24,388,3492
22,4,3,0.075,1,3,18,190,1710
31,4,4,0.125,1,1,30,317,2853
31,4,4,0.125,1,2,24,647,5823
31,4,4,0.125,1,3,18,317,2853
40,4,5,0.25,1,1,30,633,5697
40,4,5,0.25,1,2,24,1294,11646
40,4,5,0.25,1,3,18,633,5697
4,4,1,0.025,2,1,30,243,2187
4,4,1,0.025,2,2,24,497,4473
4,4,1,0.025,2,3,18,243,2187
13,4,2,0.05,2,1,30,487,4383
13,4,2,0.05,2,2,24,994,8946
13,4,2,0.05,2,3,18,487,4383
22,4,3,0.075,2,1,30,730,6570
22,4,3,0.075,2,2,24,1491,13419
22,4,3,0.075,2,3,18,730,6570
31,4,4,0.125,2,1,30,1217,10953
31,4,4,0.125,2,2,24,2486,22374
31,4,4,0.125,2,3,18,1217,10953
40,4,5,0.25,2,1,30,2433,21897
40,4,5,0.25,2,2,24,4972,44748
40,4,5,0.25,2,3,18,2433,21897
4,4,1,0.025,3,1,30,59,531
4,4,1,0.025,3,2,24,120,1080
4,4,1,0.025,3,3,18,59,531
13,4,2,0.05,3,1,30,118,1062
13,4,2,0.05,3,2,24,241,2169
13,4,2,0.05,3,3,18,118,1062
22,4,3,0.075,3,1,30,177,1593
22,4,3,0.075,3,2,24,361,3249
22,4,3,0.075,3,3,18,177,1593
31,4,4,0.125,3,1,30,295,2655
31,4,4,0.125,3,2,24,602,5418
31,4,4,0.125,3,3,18,295,2655
40,4,5,0.25,3,1,30,589,5301
40,4,5,0.25,3,2,24,1204,10836
40,4,5,0.25,3,3,18,589,5301
4,4,1,0.025,4,1,30,44,396
4,4,1,0.025,4,2,24,90,810
4,4,1,0.025,4,3,18,44,396
13,4,2,0.05,4,1,30,89,801
13,4,2,0.05,4,2,24,181,1629
13,4,2,0.05,4,3,18,89,801
22,4,3,0.075,4,1,30,133,1197
22,4,3,0.075,4,2,24,271,2439
22,4,3,0.075,4,3,18,133,1197
31,4,4,0.125,4,1,30,221,1989
31,4,4,0.125,4,2,24,452,4068
31,4,4,0.125,4,3,18,221,1989
40,4,5,0.25,4,1,30,443,3987
40,4,5,0.25,4,2,24,905,8145
40,4,5,0.25,4,3,18,443,3987
4,4,1,0.025,6,1,30,274,2466
4,4,1,0.025,6,2,24,560,5040
4,4,1,0.025,6,3,18,274,2466
13,4,2,0.05,6,1,30,548,4932
13,4,2,0.05,6,2,24,1120,10080
13,4,2,0.05,6,3,18,548,4932
22,4,3,0.075,6,1,30,822,7398
22,4,3,0.075,6,2,24,1679,15111
22,4,3,0.075,6,3,18,822,7398
31,4,4,0.125,6,1,30,1370,12330
31,4,4,0.125,6,2,24,2799,25191
31,4,4,0.125,6,3,18,1370,12330
40,4,5,0.25,6,1,30,2740,24660
40,4,5,0.25,6,2,24,5598,50382
40,4,5,0.25,6,3,18,2740,24660
4,4,1,0.025,7,1,30,225,2025
4,4,1,0.025,7,2,24,459,4131
4,4,1,0.025,7,3,18,225,2025
13,4,2,0.05,7,1,30,449,4041
13,4,2,0.05,7,2,24,918,8262
13,4,2,0.05,7,3,18,449,4041
22,4,3,0.075,7,1,30,674,6066
22,4,3,0.075,7,2,24,1377,12393
22,4,3,0.075,7,3,18,674,6066
31,4,4,0.125,7,1,30,1124,10116
31,4,4,0.125,7,2,24,2295,20655
31,4,4,0.125,7,3,18,1124,10116
40,4,5,0.25,7,1,30,2247,20223
40,4,5,0.25,7,2,24,4591,41319
40,4,5,0.25,7,3,18,2247,20223
4,4,1,0.025,8,1,30,227,2043
4,4,1,0.025,8,2,24,465,4185
4,4,1,0.025,8,3,18,227,2043
13,4,2,0.05,8,1,30,455,4095
13,4,2,0.05,8,2,24,929,8361
13,4,2,0.05,8,3,18,455,4095
22,4,3,0.075,8,1,30,682,6138
22,4,3,0.075,8,2,24,1394,12546
22,4,3,0.075,8,3,18,682,6138
31,4,4,0.125,8,1,30,1137,10233
31,4,4,0.125,8,2,24,2323,20907
31,4,4,0.125,8,3,18,1137,10233
40,4,5,0.25,8,1,30,2274,20466
40,4,5,0.25,8,2,24,4646,41814
40,4,5,0.25,8,3,18,2274,20466
4,4,1,0.025,9,1,30,255,2295
4,4,1,0.025,9,2,24,520,4680
4,4,1,0.025,9,3,18,255,2295
